Rank	               Card Name	 PWR	 ADP	APR	Deals	Drafted	Plays	WinHand	WinPlay	WtdPWR	Elo/Play
342	               Sack Cart	1.21	4.45	7.20	651	395	241	86	55	1.12	-0.81
343	              Fern Seeds	1.21	5.68	11.82	616	342	163	91	52	1.09	2.19
344	            Clay Deposit	1.20	4.69	7.99	679	424	217	96	57	1.12	-0.59
345	             Hide Farmer	1.20	5.37	13.25	643	407	220	97	54	1.22	-0.86
346	              Woolgrower	1.20	5.48	10.09	669	457	213	108	56	1.20	0.94
347	         Patch Caregiver	1.19	5.28	9.81	634	407	252	85	53	1.23	-2.50
348	               Childless	1.18	4.06	3.53	605	318	170	76	50	1.07	1.40
349	           Roof Examiner	1.18	5.55	10.74	607	417	184	109	50	1.15	0.49
350	             Pig Breeder	1.18	5.79	11.98	630	382	174	90	52	1.04	0.54
351	                 Seducer	1.16	4.70	9.03	629	442	209	105	51	1.20	0.98
352	    Family Friendly Home	1.15	4.33	6.35	693	389	246	91	56	1.21	0.58
353	                 Granary	1.15	4.75	7.64	635	371	237	83	51	1.25	-0.41
354	          Fodder Planter	1.15	5.56	11.96	623	344	148	97	50	1.09	3.78
355	             Stone Buyer	1.12	5.67	10.45	600	379	152	95	47	1.05	2.09
356	    Night-School Student	1.10	4.84	4.60	635	353	186	89	49	1.07	1.10
357	            Brick Hammer	1.10	4.86	5.34	691	416	261	82	53	1.15	-1.16
358	          Potters Market	1.10	5.31	9.65	665	348	196	79	51	0.99	-0.87
359	        Potato Harvester	1.10	5.40	9.78	637	432	262	82	49	1.33	-0.02
360	                Emissary	1.10	5.58	10.35	609	371	137	101	47	0.93	1.88
361	             Ale-Benches	1.09	4.29	9.67	708	495	271	91	54	1.18	-0.87
362	         Building Tycoon	1.08	4.50	5.26	621	420	211	87	47	1.09	-1.54
363	              Hook Knife	1.08	5.58	11.09	622	339	159	90	47	1.05	2.06
364	            Case Builder	1.08	5.77	11.54	567	333	128	86	43	0.99	2.93
365	          Hoof Caregiver	1.06	5.77	12.31	607	311	147	84	45	1.01	1.21
366	                Bohemian	1.05	4.75	5.44	651	341	204	75	48	1.13	2.52
367	                Pigswill	1.05	5.07	9.29	696	451	278	93	51	1.16	-1.36
368	     Renovation Preparer	1.05	5.17	6.32	601	292	152	64	44	0.97	0.82
369	        Large Greenhouse	1.04	4.25	5.93	698	482	248	98	51	1.14	-0.24
370	 Eternal Rye Cultivation	1.04	5.21	10.73	662	423	223	90	48	1.13	-0.44
371	           Farm Building	1.04	5.22	8.74	685	385	213	86	50	1.15	1.90
372	        Truffle Searcher	1.04	5.40	10.24	630	444	196	97	46	1.09	-0.13
373	              Trout Pool	1.04	5.48	8.94	687	347	187	91	50	0.99	-0.14
374	         Sleeping Corner	1.03	4.36	11.40	651	506	252	98	47	1.21	-0.57
375	        Forestry Studies	1.01	3.89	3.36	667	462	307	74	47	1.31	-1.83
376	           Potato Ridger	0.98	4.83	9.59	653	340	182	71	45	0.99	0.14
377	        District Manager	0.96	5.05	5.73	581	285	143	74	39	0.96	1.60
378	               Muck Rake	0.96	5.23	11.14	699	350	207	73	47	1.05	0.14
379	              Stablehand	0.96	5.68	9.58	623	280	142	66	42	0.92	2.58
380	                   Brook	0.95	4.49	6.06	616	396	222	82	41	1.03	-0.86
381	              Beer Stein	0.95	5.00	9.38	646	339	175	79	43	0.95	0.52
382	            Feeding Dish	0.93	5.23	8.63	657	390	220	83	43	1.04	-0.37
383	          Mineral Feeder	0.93	5.37	9.93	659	394	195	77	43	1.00	0.70
384	       Resource Recycler	0.93	5.53	11.34	617	302	143	72	40	0.89	0.37
385	                   Groom	0.93	5.81	10.89	612	270	137	73	40	0.95	3.20
386	                Merchant	0.91	5.51	7.54	642	330	142	79	41	0.84	2.14
387	         Sowing Director	0.91	5.82	11.22	626	350	131	98	40	0.81	1.26
388	            Mineralogist	0.90	4.73	6.03	622	443	218	72	39	0.94	-3.13
389	        Nutrition Expert	0.90	5.21	9.71	603	378	168	85	38	0.93	-1.53
390	                 Knapper	0.90	5.62	8.16	654	284	119	66	41	0.76	0.31
391	         Patch Caretaker	0.89	5.11	8.07	575	328	143	80	36	0.91	0.89
392	          Pasture Master	0.89	5.74	11.87	627	230	102	77	39	0.75	3.27
393	              Millwright	0.88	5.42	9.39	619	337	186	68	38	0.92	-2.24
394	                Feedyard	0.88	5.51	11.92	682	340	151	72	42	0.82	2.09
395	          Chief Forester	0.87	5.29	9.49	588	362	168	79	36	0.92	-0.30
396	          Stone Clearing	0.87	5.38	10.51	643	335	121	85	39	0.77	3.14
397	               Pub Owner	0.86	5.59	7.88	651	273	139	72	39	0.81	-0.90
398	      Earthenware Potter	0.85	4.86	3.60	619	277	151	73	37	0.88	-0.19
399	            Stone Carver	0.85	5.26	7.71	608	346	171	74	36	0.96	1.08
400	              Garden Hoe	0.85	5.40	9.18	671	344	181	79	40	0.89	-0.41
401	         Drinking Trough	0.85	5.65	10.30	654	311	149	63	39	0.84	1.70
402	  Automatic Water Trough	0.85	5.90	10.72	672	319	159	74	40	0.84	0.36
403	             Mantlepiece	0.84	4.91	5.59	650	280	135	70	38	0.75	0.42
404	           Pattern Maker	0.84	5.64	10.28	643	297	135	66	38	0.86	2.79
405	         Interim Storage	0.83	4.98	4.51	638	344	171	67	37	0.89	0.16
406	                Lutenist	0.83	5.09	5.14	585	306	132	69	34	0.82	3.11
407	      Mushroom Collector	0.80	4.23	3.91	639	416	240	69	36	0.98	-3.30
408	           Digging Spade	0.80	5.20	9.57	678	392	200	77	38	0.89	-1.55
409	                     Cob	0.80	5.41	7.08	642	251	120	60	36	0.76	5.97
410	               Mandoline	0.79	5.19	8.32	706	325	154	66	39	0.81	2.20
411	           Turnip Farmer	0.79	5.40	9.58	581	302	130	61	32	0.81	1.78
412	            Small Trader	0.77	4.97	5.01	647	281	158	54	35	0.78	-0.84
413	           Debt Security	0.77	5.50	12.09	672	270	145	70	36	0.75	-0.28
414	            Pure Breeder	0.74	5.68	8.87	599	257	106	65	31	0.62	1.24
415	                Sculptor	0.73	5.09	7.37	591	343	147	69	30	0.76	-1.59
416	               Pan Baker	0.73	5.37	8.71	605	259	114	54	31	0.67	1.82
417	          Brotherly Love	0.73	5.52	8.96	647	286	166	61	33	0.80	-0.96
418	              Lumberjack	0.72	5.50	8.86	592	298	141	69	30	0.81	-0.64
419	        Stable Architect	0.72	5.52	13.17	616	320	160	58	31	0.90	0.78
420	        Gardener's Knife	0.71	5.78	11.89	647	260	105	62	32	0.66	1.87
421	      Storehouse Steward	0.70	4.88	4.31	613	319	166	59	30	0.81	-2.74
422	           Hollow Warden	0.70	5.10	4.76	610	385	181	78	30	0.89	-0.79
423	          Tree Inspector	0.70	5.24	4.32	633	206	110	44	31	0.68	0.93
424	            Green Grocer	0.69	5.50	9.69	578	311	118	66	28	0.70	-0.23
425	         Building Expert	0.67	4.72	4.88	618	358	196	57	29	0.81	-0.65
426	         Clay Embankment	0.67	5.75	9.14	699	304	157	64	33	0.73	-0.14
427	                 Furrows	0.67	5.86	11.21	681	321	181	66	32	0.78	-1.96
428	           Milking Place	0.65	5.49	8.87	640	260	124	49	29	0.67	0.64
429	         Ravenous Hunger	0.64	5.42	10.13	643	258	123	58	29	0.67	0.65
430	         Facades Carving	0.64	5.60	12.26	606	217	65	58	27	0.50	1.14
431	             Cube Cutter	0.64	5.94	11.02	629	260	101	68	28	0.63	0.86
432	             Grain Sieve	0.63	5.32	9.05	675	335	160	62	30	0.69	-2.72
433	             Rolling Pin	0.63	5.41	7.14	682	211	123	45	30	0.62	0.81
434	           Second Spouse	0.61	5.50	11.59	585	295	107	58	25	0.59	-0.67
435	  Craftsmanship Promoter	0.60	5.29	8.11	642	406	146	77	27	0.71	-1.19
436	              Field Clay	0.60	6.05	11.98	672	235	94	61	28	0.55	3.66
437	            Cattle Buyer	0.59	5.78	10.88	605	309	111	58	25	0.67	2.50
438	                  Basket	0.58	5.04	6.80	684	236	135	55	28	0.62	-1.79
439	             Cattle Farm	0.58	5.85	10.13	694	240	115	49	28	0.57	1.00
440	            Storage Barn	0.57	6.02	11.48	674	201	91	49	27	0.53	1.34
441	       Joiner of the Sea	0.56	5.01	3.58	608	248	116	47	24	0.63	-1.36
442	            Pellet Press	0.56	5.19	7.05	666	267	114	65	26	0.59	1.01
443	          Petrified Wood	0.55	5.55	10.15	620	313	110	71	24	0.56	-0.44
444	             Abort Oriel	0.54	4.98	3.76	662	298	144	56	25	0.63	-0.85
445	               Freemason	0.54	5.00	4.80	614	193	115	34	23	0.54	-2.94
446	    Fire Protection Pond	0.54	5.12	4.47	657	344	202	52	25	0.80	-1.28
447	          Master Workman	0.54	5.46	7.39	636	319	150	62	24	0.70	-1.59
448	     Young Animal Market	0.53	6.18	11.04	679	214	106	55	25	0.49	-0.38
449	            Early Cattle	0.52	5.16	8.92	692	190	85	47	25	0.47	0.94
450	       Riverine Shepherd	0.52	5.27	6.99	601	298	121	46	22	0.59	-1.35
451	              Transactor	0.52	6.12	13.21	629	251	77	58	23	0.50	1.87
452	Corn Schnapps Distillery	0.50	5.01	7.88	681	328	121	63	24	0.57	0.10
453	        Plant Fertilizer	0.50	6.06	12.76	657	233	92	53	23	0.50	0.52
454	            Market Stall	0.49	5.70	10.70	643	256	118	44	22	0.52	-3.05
455	          Wood Harvester	0.48	5.72	6.75	624	206	85	50	21	0.50	3.13
456	            Blade Shears	0.48	5.94	11.77	658	239	94	57	22	0.48	-1.05
457	          Asparagus Gift	0.48	5.96	9.51	655	169	68	52	22	0.44	3.83
458	  Bed in the Grain Field	0.46	5.03	9.49	682	328	108	56	22	0.54	0.04
459	            Full Peasant	0.46	5.59	10.84	651	255	85	49	21	0.42	0.09
460	               Sculpture	0.44	5.92	11.94	655	262	52	72	20	0.39	6.61
461	         Lumber Virtuoso	0.43	5.18	4.69	596	221	99	50	18	0.58	-0.48
462	              Game Trade	0.42	5.97	12.72	682	252	109	46	20	0.52	-0.75
463	    Material Deliveryman	0.41	5.29	6.65	633	233	82	51	18	0.44	0.19
464	               Stagehand	0.41	5.57	7.92	622	258	87	64	18	0.45	1.67
465	            Stall Holder	0.41	5.66	10.51	564	160	61	37	16	0.37	-1.88
466	           Canal Boatman	0.39	5.09	9.26	626	267	114	33	17	0.43	-4.69
467	          Dwelling Mound	0.39	5.24	2.11	666	179	98	37	18	0.44	-3.27
468	        Wholesale Market	0.39	5.64	10.68	689	222	74	37	19	0.40	2.70
469	                 Gritter	0.39	5.83	9.46	654	201	93	46	18	0.44	-0.41
470	                    Corf	0.39	5.86	8.81	691	271	111	58	19	0.49	-0.82
471	       Cookery Outfitter	0.36	6.20	13.28	629	194	61	47	16	0.36	0.55
472	            Civic Facade	0.34	5.38	7.92	680	177	86	36	16	0.38	1.16
473	           Wool Blankets	0.33	5.95	13.06	649	136	51	34	15	0.33	1.72
474	       Pioneering Spirit	0.32	5.31	6.42	662	162	85	28	15	0.38	0.15
475	            Stork's Nest	0.31	5.19	8.91	639	225	70	49	14	0.33	-1.38
476	     Elephantgrass Plant	0.31	5.64	10.21	698	181	62	46	15	0.32	1.66
477	            Wall Builder	0.30	5.60	4.51	622	133	53	26	13	0.28	-1.07
478	             Stable Yard	0.30	5.83	13.13	626	170	39	34	13	0.29	1.72
479	          Dutch Windmill	0.29	5.63	11.49	646	208	69	38	13	0.37	0.25
480	      Cooperative Plower	0.28	5.17	7.18	604	237	110	29	12	0.35	-5.53
481	             Sugar Baker	0.28	6.04	10.38	623	144	37	35	12	0.21	0.99
482	    Little Stick Knitter	0.26	5.21	6.39	594	256	59	53	11	0.26	-2.90
483	      Large-Scale Farmer	0.26	5.33	6.96	555	205	57	39	10	0.31	-1.71
484	            Bean Counter	0.26	5.60	6.15	595	137	53	26	11	0.30	1.46
485	                 Midwife	0.24	5.07	6.34	649	314	108	61	11	0.38	-3.55
486	        Cattle Whisperer	0.24	5.73	6.31	593	147	48	29	10	0.24	-1.33
487	        Riparian Builder	0.23	5.18	6.37	618	265	90	42	10	0.32	-5.23
488	               Trellises	0.23	5.51	9.17	682	159	63	31	11	0.29	2.49
489	             Wood Worker	0.23	5.68	8.35	625	238	86	40	10	0.37	-3.17
490	              Mill Wheel	0.23	5.96	11.02	670	156	53	25	11	0.22	-2.93
491	                Outrider	0.23	5.97	8.55	609	135	42	35	10	0.23	-0.78
492	     Reed Roof Renovator	0.23	6.08	9.17	609	174	58	38	10	0.31	0.00
493	               Oven Site	0.22	5.86	10.10	652	144	42	36	10	0.22	1.29
494	             Garden Claw	0.22	5.92	9.52	664	158	42	38	10	0.21	-0.25
495	         Sheep Whisperer	0.21	5.64	3.98	600	152	64	28	9	0.32	-1.00
496	           Perennial Rye	0.21	6.00	10.61	622	127	28	27	9	0.18	3.29
497	                Minstrel	0.19	6.16	10.19	590	118	37	30	8	0.21	-1.08
498	         Social Benefits	0.18	5.02	2.29	644	100	42	18	8	0.16	-6.44
499	              Silokeeper	0.18	6.13	9.27	643	110	33	18	8	0.18	-0.64
500	             Roughcaster	0.17	5.44	7.79	593	131	61	18	7	0.26	-2.54
501	            Growing Farm	0.16	5.93	8.82	693	92	17	22	8	0.13	5.73
502	              Claw Knife	0.15	5.78	11.02	657	207	44	32	7	0.22	1.22
503	            Sequestrator	0.15	6.10	10.00	656	68	14	15	7	0.11	11.44
504	             Wealthy Man	0.14	5.84	6.26	606	113	23	19	6	0.12	0.23
505	      Interior Decorator	0.14	5.96	6.18	621	82	28	18	6	0.17	3.91
506	               Paymaster	0.13	6.12	10.43	640	102	21	23	6	0.12	0.86
507	        Forest Scientist	0.10	5.74	6.59	595	154	49	24	4	0.17	-5.78
508	    Small Animal Breeder	0.09	5.92	1.65	634	59	23	11	4	0.10	-1.75
509	                Huntsman	0.09	5.94	10.83	606	106	23	14	4	0.11	-0.53
510	               Loudmouth	0.05	5.82	6.81	589	84	27	8	2	0.09	-4.68
511	          Heart of Stone	0.04	5.89	7.22	650	71	9	14	2	0.04	-2.34
512	                 Catcher	0.02	6.08	8.50	626	36	8	5	1	0.04	2.61
