Rank	               Card Name	 PWR	 ADP	APR	Deals	Drafted	Plays	WinHand	WinPlay	WtdPWR	Elo/Play
340	             Stone Buyer	0.51	5.61	9.04	252	173	45	25	9	0.46	1.91
341	               Puppeteer	0.50	4.62	3.97	229	181	94	12	8	0.74	0.05
342	         Forest Guardian	0.50	4.63	6.17	283	245	119	22	10	0.79	0.77
343	          Chief Forester	0.50	4.69	8.38	285	243	99	19	10	0.66	-2.24
344	              Stablehand	0.50	5.31	8.91	255	160	58	20	9	0.54	0.13
345	       Resource Recycler	0.50	5.50	11.33	229	149	61	13	8	0.69	2.14
346	               Storeroom	0.49	4.46	12.35	204	167	65	15	7	0.69	-0.20
347	           Potato Ridger	0.49	4.91	8.90	291	206	102	14	10	0.70	-0.34
348	          Fodder Planter	0.49	5.37	11.67	205	135	46	12	7	0.60	4.43
349	                 Gritter	0.49	5.48	9.39	289	193	114	18	10	0.71	-1.46
350	             Pig Breeder	0.49	5.53	12.03	262	212	67	22	9	0.65	3.17
351	           Hollow Warden	0.48	4.50	4.28	269	235	106	23	9	0.81	-0.49
352	            Pure Breeder	0.48	5.42	8.91	268	171	43	19	9	0.48	5.49
353	        Stable Architect	0.47	5.28	13.37	243	180	84	15	8	0.78	0.36
354	          Hoof Caregiver	0.47	5.42	12.32	241	172	63	13	8	0.59	-0.77
355	                 Midwife	0.46	3.78	5.99	250	221	126	17	8	0.88	-3.14
356	                  Manger	0.45	4.92	11.08	256	157	61	13	8	0.54	0.53
357	        Truffle Searcher	0.45	5.35	9.78	254	202	69	13	8	0.57	0.11
358	          Asparagus Gift	0.45	5.44	9.31	254	142	75	12	8	0.53	-4.55
359	             Mantlepiece	0.44	4.21	5.53	261	177	79	11	8	0.67	1.74
360	              Sheep Well	0.44	5.06	11.43	260	200	96	12	8	0.67	-1.10
361	               Pub Owner	0.44	5.12	7.13	229	134	55	13	7	0.50	-1.59
362	             Bellfounder	0.43	4.02	6.01	230	176	84	14	7	0.78	-0.81
363	             Seed Seller	0.43	4.11	6.43	230	200	129	10	7	0.91	-1.90
364	             Grain Sieve	0.43	5.03	8.72	296	225	113	15	9	0.73	-2.19
365	          Wood Harvester	0.43	5.29	6.04	265	185	84	16	8	0.63	0.85
366	         Drinking Trough	0.43	5.34	9.51	265	174	71	18	8	0.54	-2.56
367	           Farm Building	0.42	4.81	8.36	303	225	115	18	9	0.56	-4.06
368	  Craftsmanship Promoter	0.42	5.19	7.12	271	216	93	16	8	0.63	-0.50
369	             Cube Cutter	0.42	5.87	8.88	270	148	49	17	8	0.40	-0.99
370	                   Baker	0.41	4.30	10.40	245	221	93	16	7	0.80	-0.91
371	                  Angler	0.41	4.32	4.19	279	230	113	15	8	0.65	-3.06
372	Inner Districts Director	0.41	4.36	6.00	280	209	87	18	8	0.60	-1.37
373	              Woolgrower	0.41	5.33	8.71	278	216	76	15	8	0.44	-3.46
374	             Herring Pot	0.40	4.08	6.42	284	247	163	15	8	0.84	-3.97
375	               Ropemaker	0.40	4.15	4.86	249	223	125	16	7	0.85	-2.52
376	          Recycled Brick	0.40	5.06	10.72	252	208	104	18	7	0.77	-0.94
377	          Stone Clearing	0.40	5.57	10.23	247	164	69	16	7	0.54	0.18
378	            Clay Carrier	0.39	4.91	6.73	218	173	73	13	6	0.65	-2.91
379	       Joiner of the Sea	0.39	4.96	4.73	258	169	74	17	7	0.49	-3.15
380	              Garden Hoe	0.39	5.19	8.46	330	248	137	15	9	0.72	-2.41
381	     Renovation Preparer	0.39	5.36	5.47	254	173	53	18	7	0.43	-0.59
382	            Cattle Buyer	0.39	5.56	10.80	259	188	66	14	7	0.49	1.17
383	                 Seducer	0.38	3.62	8.40	227	209	105	17	6	0.97	-0.32
384	               Freemason	0.38	4.39	4.14	301	177	88	15	8	0.54	-1.41
385	         Building Tycoon	0.38	4.48	4.90	297	242	98	16	8	0.60	-2.69
386	          Pasture Master	0.38	5.73	10.74	227	133	34	13	6	0.39	-0.20
387	            Brick Hammer	0.37	4.80	5.32	271	213	138	11	7	0.81	-1.05
388	              Churchyard	0.37	5.11	10.88	272	202	81	14	7	0.59	-1.37
389	             Hide Farmer	0.37	5.29	13.22	232	180	65	20	6	0.55	-0.98
390	            Blade Shears	0.37	5.71	11.38	271	168	73	14	7	0.54	-0.06
391	           Frame Builder	0.36	4.65	8.06	275	236	99	15	7	0.59	-3.54
392	         Patch Caregiver	0.36	4.76	9.02	241	191	101	13	6	0.65	-3.43
393	             Home Brewer	0.36	4.99	8.76	235	178	68	13	6	0.49	-3.09
394	              Lumberjack	0.36	5.29	8.71	241	155	62	16	6	0.59	5.09
395	      Storehouse Steward	0.35	4.94	4.33	243	163	69	17	6	0.48	-3.38
396	           Canal Boatman	0.35	5.06	7.28	328	219	67	19	8	0.30	-3.35
397	            Market Stall	0.35	5.35	10.54	287	188	101	15	7	0.58	-2.70
398	              Mill Wheel	0.35	5.78	8.73	282	156	71	16	7	0.43	-1.76
399	               Stagehand	0.34	4.89	6.02	297	198	52	18	7	0.41	-0.62
400	               Trellises	0.34	5.60	9.00	291	153	49	16	7	0.39	0.14
401	               Oven Site	0.34	5.63	9.59	255	131	29	12	6	0.32	2.98
402	              Forest Inn	0.33	3.76	4.80	349	295	146	22	8	0.65	-2.99
403	 Eternal Rye Cultivation	0.33	4.74	10.72	299	253	118	17	7	0.60	-4.42
404	           Rocky Terrain	0.33	4.88	7.32	261	200	125	12	6	0.68	-4.65
405	                Sculptor	0.33	5.11	5.62	304	237	91	19	7	0.52	-2.84
406	           Pattern Maker	0.33	5.37	9.54	217	154	46	8	5	0.51	2.02
407	         Clay Embankment	0.33	5.41	9.34	262	172	77	16	6	0.47	-4.24
408	            Full Peasant	0.33	5.57	10.24	258	158	33	20	6	0.34	5.88
409	     Young Animal Market	0.33	5.70	11.19	260	164	67	16	6	0.52	-1.12
410	              Transactor	0.33	5.99	13.56	262	142	32	15	6	0.33	1.41
411	        Whisky Distiller	0.32	4.15	5.68	225	187	56	9	5	0.47	-1.80
412	         Lumber Virtuoso	0.32	4.44	5.53	268	167	59	15	6	0.42	-3.16
413	             Abort Oriel	0.32	4.59	3.62	309	223	77	14	7	0.43	-3.06
414	            Mineralogist	0.32	4.73	4.74	312	245	103	18	7	0.50	-5.26
415	         Patch Caretaker	0.32	4.95	7.28	265	189	67	16	6	0.53	0.64
416	           Turnip Farmer	0.32	5.10	8.42	270	175	45	19	6	0.35	0.20
417	           Roof Examiner	0.32	5.47	11.11	224	163	47	15	5	0.52	2.69
418	     Reed Roof Renovator	0.32	5.69	9.28	266	145	39	15	6	0.31	-0.65
419	                Outrider	0.32	5.81	6.28	269	145	29	16	6	0.29	1.13
420	      Mushroom Collector	0.31	4.17	3.32	281	228	117	15	6	0.78	-1.74
421	                   Brook	0.31	4.50	5.64	278	226	106	15	6	0.65	-3.45
422	            Small Trader	0.31	4.83	3.89	274	183	87	14	6	0.55	-3.22
423	        Riparian Builder	0.31	4.96	5.77	276	210	61	18	6	0.39	-2.04
424	              Game Trade	0.31	5.68	12.58	280	190	73	13	6	0.52	-0.26
425	         Stock Protector	0.30	3.82	9.19	240	229	147	10	5	1.01	-2.94
426	          Fodder Chamber	0.30	4.71	13.80	193	140	30	15	4	0.38	2.03
427	          Clearing Spade	0.30	4.81	9.19	289	220	118	11	6	0.54	-5.06
428	             Garden Claw	0.30	5.36	9.54	284	159	46	15	6	0.38	0.89
429	           Second Spouse	0.29	4.42	11.46	243	215	98	13	5	0.67	-2.87
430	               Muck Rake	0.29	4.97	10.66	300	216	136	17	6	0.75	-2.46
431	             Wood Worker	0.29	5.11	7.26	298	215	68	16	6	0.40	-2.70
432	                   Groom	0.29	5.42	10.59	246	176	58	11	5	0.44	-1.74
433	                  Salter	0.28	4.75	5.04	254	196	69	14	5	0.42	-4.72
434	            Pellet Press	0.28	4.77	7.91	258	173	87	13	5	0.54	-3.03
435	     Shifting Cultivator	0.28	4.91	9.58	255	199	102	7	5	0.71	-0.95
436	       Pioneering Spirit	0.28	5.35	6.83	302	176	103	13	6	0.57	-2.10
437	           Debt Security	0.28	5.53	11.94	254	137	54	15	5	0.48	0.48
438	            Wall Builder	0.28	5.55	4.79	258	128	42	14	5	0.31	-0.68
439	                Feedyard	0.27	5.06	10.92	269	217	88	16	5	0.48	-2.88
440	    Material Deliveryman	0.27	5.18	5.84	262	176	58	14	5	0.38	-1.38
441	                  Butler	0.27	5.35	10.58	260	142	45	12	5	0.34	-3.22
442	         Sowing Director	0.27	5.58	10.07	267	195	44	20	5	0.34	-1.96
443	              Field Clay	0.27	6.04	12.02	266	138	40	15	5	0.37	5.08
444	            Bean Counter	0.26	5.53	6.42	271	146	36	13	5	0.28	-1.97
445	                     Cob	0.26	5.59	7.96	280	147	55	8	5	0.49	4.14
446	         Interim Storage	0.25	4.95	3.80	291	197	104	16	5	0.54	-2.56
447	        Plant Fertilizer	0.25	5.74	12.13	285	180	54	17	5	0.41	-1.01
448	              Manservant	0.24	4.39	8.74	243	191	90	15	4	0.60	-2.34
449	        Livestock Feeder	0.24	5.03	8.53	242	206	106	9	4	0.61	-2.98
450	                 Knapper	0.24	5.33	7.20	238	162	44	16	4	0.35	-2.30
451	         Sheep Whisperer	0.24	5.37	3.84	296	182	76	9	5	0.48	1.32
452	          Brotherly Love	0.24	5.42	9.37	301	184	105	10	5	0.56	-3.01
453	         Building Expert	0.23	4.72	4.07	305	236	91	16	5	0.43	-4.66
454	            Case Builder	0.23	5.54	11.97	251	192	61	14	4	0.51	1.37
455	              Claw Knife	0.23	5.55	8.68	309	208	40	20	5	0.29	2.19
456	          Dutch Windmill	0.23	5.60	11.16	311	161	49	15	5	0.30	-1.40
457	            Storage Barn	0.23	5.95	11.13	244	128	53	11	4	0.41	-2.15
458	       Riverine Shepherd	0.22	5.01	5.31	262	198	70	16	4	0.36	-3.41
459	            Stone Carver	0.21	4.86	6.31	266	194	85	20	4	0.47	-3.81
460	      Large-Scale Farmer	0.21	5.15	6.42	274	178	50	14	4	0.30	-3.54
461	        Gardener's Knife	0.21	5.59	12.03	274	186	72	8	4	0.43	-1.26
462	           Dwelling Plan	0.20	4.21	10.02	285	254	109	16	4	0.63	-2.73
463	               Pan Baker	0.20	5.34	8.03	281	201	64	21	4	0.40	-2.35
464	                 Cowherd	0.20	5.35	10.28	219	165	43	16	3	0.33	-1.52
465	                Merchant	0.20	5.38	6.35	287	171	54	19	4	0.22	-6.90
466	     Elephantgrass Plant	0.20	5.64	10.45	285	118	40	13	4	0.28	-0.01
467	Corn Schnapps Distillery	0.19	5.07	8.53	295	207	85	10	4	0.49	-2.10
468	                 Soldier	0.18	5.09	13.45	240	193	53	12	3	0.38	-1.47
469	            Sheep Keeper	0.18	5.12	12.55	237	200	53	12	3	0.40	-2.25
470	          Dwelling Mound	0.18	5.35	2.21	320	135	67	7	4	0.35	-2.47
471	                Emissary	0.18	5.65	8.71	243	160	31	14	3	0.28	1.86
472	      Interior Decorator	0.18	5.98	5.52	238	99	23	10	3	0.26	3.60
473	            Early Cattle	0.17	5.12	9.32	255	122	57	13	3	0.34	-3.75
474	    Small Animal Breeder	0.17	5.34	1.73	249	79	37	6	3	0.22	-5.23
475	             Stable Yard	0.17	5.62	12.53	251	128	17	17	3	0.18	1.73
476	             Roughcaster	0.17	5.86	7.58	249	110	31	8	3	0.20	-1.96
477	      Earthenware Potter	0.16	5.15	3.88	266	143	58	6	3	0.30	-5.03
478	      Cooperative Plower	0.16	5.21	6.67	262	173	57	12	3	0.31	-5.11
479	           Wool Blankets	0.16	5.90	13.00	261	105	23	15	3	0.22	4.07
480	             Sugar Baker	0.16	6.05	10.20	261	109	20	7	3	0.15	-0.69
481	          Heart of Stone	0.15	4.78	6.80	291	199	49	17	3	0.33	-3.19
482	         Social Benefits	0.15	5.19	3.64	292	113	33	11	3	0.26	-1.09
483	         Ravenous Hunger	0.14	5.56	10.26	297	155	58	11	3	0.40	0.05
484	       Cookery Outfitter	0.12	5.89	12.54	239	113	13	11	2	0.16	3.71
485	              Silokeeper	0.12	5.90	8.59	236	120	34	12	2	0.29	0.23
486	             Wealthy Man	0.11	5.61	5.66	263	122	32	8	2	0.21	-3.88
487	             Cattle Farm	0.11	5.81	9.26	260	153	65	9	2	0.38	-2.60
488	                  Basket	0.10	5.48	6.14	278	132	59	8	2	0.31	-2.46
489	               Sculpture	0.10	5.84	12.38	274	166	8	22	2	0.11	6.18
490	               Loudmouth	0.10	5.86	5.61	290	143	23	18	2	0.09	-3.10
491	        District Manager	0.06	4.44	4.80	231	158	74	8	1	0.43	-3.84
492	            Stall Holder	0.06	5.79	10.41	259	118	17	11	1	0.14	1.01
493	                Minstrel	0.06	5.91	9.10	258	121	20	10	1	0.12	-2.61
494	          Tree Inspector	0.05	5.03	3.02	265	116	44	4	1	0.17	-6.23
495	         Facades Carving	0.05	5.75	12.27	274	106	15	9	1	0.09	1.42
496	           Perennial Rye	0.05	6.17	9.62	265	104	21	9	1	0.16	0.08
497	               Paymaster	0.05	6.37	11.50	262	89	8	5	1	0.08	-0.32
498	        Nutrition Expert	0.00	5.19	10.33	255	176	52	9	0	0.24	-5.77
499	        Forest Scientist	0.00	5.71	6.65	261	141	51	9	0	0.31	-2.14
500	            Growing Farm	0.00	5.82	7.75	277	68	4	6	0	0.01	-8.54
501	                Huntsman	0.00	5.84	11.79	285	129	14	9	0	0.06	-5.74
502	                 Catcher	0.00	6.20	7.67	281	91	6	9	0	0.05	8.68
503	            Sequestrator	0.00	6.45	12.25	239	60	4	4	0	0.01	-5.45
