Rank	               Card Name	 PWR	 ADP	APR	Deals	Drafted	Plays	WinHand	WinPlay	WtdPWR	Elo/Play
327	                 Tasting	1.52	4.52	7.38	1240	992	580	225	132	1.55	-0.59
328	           Rocky Terrain	1.52	4.97	7.44	1230	957	600	205	131	1.62	-1.43
329	            Feeding Dish	1.51	5.19	8.28	1303	938	563	237	138	1.48	-1.05
330	              Trout Pool	1.51	5.21	8.48	1314	1004	584	248	139	1.51	0.28
331	          Fodder Planter	1.50	5.23	11.79	1208	905	398	242	127	1.45	2.53
332	           Farm Building	1.49	5.05	8.29	1238	920	497	208	129	1.41	-0.11
333	   Journeyman Bricklayer	1.49	5.28	9.74	1154	981	407	237	120	1.42	1.99
334	  Automatic Water Trough	1.49	5.54	10.51	1298	1001	583	246	135	1.56	-0.49
335	    Fire Protection Pond	1.48	4.88	4.86	1257	965	563	216	130	1.53	-0.23
336	              Clay Firer	1.47	4.95	8.71	1202	1052	476	260	124	1.42	-0.23
337	 Eternal Rye Cultivation	1.44	4.98	10.69	1226	1002	503	234	124	1.43	0.17
338	           Pattern Maker	1.44	5.32	9.44	1171	880	334	243	118	1.23	2.02
339	      Domestician Expert	1.42	4.43	6.61	1191	1039	532	219	118	1.50	-0.72
340	      Fisherman's Friend	1.42	4.50	5.05	1186	1008	464	232	118	1.36	0.07
341	         Forest Guardian	1.42	4.96	6.42	1207	978	487	229	120	1.37	-0.09
342	     Shifting Cultivator	1.41	5.02	9.67	1158	865	441	197	114	1.37	0.00
343	            Stone Carver	1.41	5.09	6.62	1178	904	445	241	116	1.38	0.05
344	          Hoof Caregiver	1.40	5.37	11.98	1181	871	364	226	116	1.31	1.51
345	             Tree Cutter	1.38	4.42	4.34	1158	985	553	202	112	1.54	-1.33
346	             Fish Farmer	1.36	3.89	2.45	1176	1004	622	193	112	1.59	-0.76
347	            Clay Carrier	1.36	4.98	6.76	1142	914	435	230	109	1.35	-1.38
348	               Pitchfork	1.35	4.69	7.61	1260	923	640	177	119	1.51	-1.13
349	         Oven Firing Boy	1.34	4.47	8.58	1127	912	336	230	106	1.20	1.63
350	          Potato Planter	1.34	4.50	5.32	1198	952	429	225	112	1.34	1.02
351	                 Swagman	1.33	3.58	5.13	1180	1073	610	207	110	1.52	-1.85
352	              Manservant	1.33	4.48	8.57	1192	935	416	229	111	1.29	0.78
353	              Lumberjack	1.33	5.24	8.46	1190	852	392	218	111	1.29	0.94
354	            Brick Hammer	1.32	5.09	5.31	1197	904	587	188	111	1.52	-1.05
355	        Whisky Distiller	1.30	4.18	5.13	1176	973	378	228	107	1.22	0.33
356	             Pig Breeder	1.30	5.60	12.02	1178	953	339	251	107	1.18	1.90
357	        District Manager	1.29	4.45	4.44	1170	874	438	205	106	1.27	-1.52
358	                Pigswill	1.29	5.17	9.44	1258	929	527	196	114	1.33	-0.69
359	      Outskirts Director	1.28	3.85	4.22	1217	1080	559	207	109	1.39	-1.05
360	         Patch Caregiver	1.28	4.90	9.15	1163	961	531	195	104	1.44	-1.81
361	           Roof Examiner	1.28	5.43	10.83	1128	884	300	235	101	1.12	2.11
362	          Potters Market	1.26	5.07	9.33	1234	933	499	205	109	1.28	-1.34
363	              Beer Stein	1.26	5.13	9.16	1279	897	426	206	113	1.22	1.48
364	             Grain Sieve	1.26	5.22	8.73	1283	939	496	208	113	1.30	-0.62
365	           Potato Ridger	1.25	5.07	8.95	1248	858	417	208	109	1.20	1.06
366	                 Cowherd	1.25	5.31	10.60	1123	898	318	241	98	1.09	-0.27
367	        Stable Architect	1.25	5.33	13.27	1198	868	372	238	105	1.23	2.18
368	             Herring Pot	1.23	4.37	6.14	1264	978	607	182	109	1.41	-1.46
369	              Garden Hoe	1.23	5.42	8.66	1322	921	500	206	114	1.26	0.03
370	                  Butler	1.20	5.46	10.58	1219	732	257	205	102	0.95	2.50
371	            Case Builder	1.20	5.55	11.54	1169	921	324	237	98	1.16	2.77
372	             Ale-Benches	1.19	4.45	9.38	1260	954	498	197	105	1.27	-0.48
373	Inner Districts Director	1.19	4.61	6.59	1193	984	403	243	99	1.09	-1.60
374	          Asparagus Gift	1.18	5.33	9.12	1238	763	410	208	102	1.14	-1.90
375	          Stone Clearing	1.18	5.47	10.48	1212	864	351	218	100	1.14	2.15
376	           Cattle Feeder	1.17	4.81	8.47	1159	905	442	191	95	1.17	-1.29
377	           Milking Place	1.17	5.48	9.03	1244	807	425	188	102	1.23	1.18
378	        Gardener's Knife	1.17	5.58	12.13	1303	903	405	210	107	1.14	1.17
379	          Soil Scientist	1.16	4.90	7.85	1199	906	413	197	97	1.15	-0.82
380	               Muck Rake	1.16	5.13	10.59	1280	907	510	191	104	1.29	-0.48
381	            Sheep Keeper	1.15	4.97	12.50	1166	993	324	239	94	1.11	1.54
382	                Feedyard	1.15	5.21	11.28	1189	909	381	221	96	1.19	1.11
383	               Wood Pile	1.15	5.44	10.79	1245	995	480	213	100	1.26	-0.68
384	            Market Stall	1.15	5.59	10.54	1233	821	435	183	99	1.25	1.08
385	             Stone Buyer	1.15	5.63	9.30	1183	888	284	261	95	1.00	1.69
386	             Stone Tongs	1.14	5.15	8.05	1293	959	557	193	103	1.28	-1.17
387	       Resource Recycler	1.13	5.30	11.29	1153	841	352	215	91	1.14	0.36
388	                 Knapper	1.13	5.55	7.19	1160	785	276	196	92	0.99	1.62
389	           Dwelling Plan	1.12	4.53	10.37	1261	1143	506	250	99	1.31	-1.16
390	              Millwright	1.12	5.23	8.98	1178	931	423	202	92	1.21	-0.38
391	        Luxurious Hostel	1.11	4.99	12.20	1238	793	306	184	96	1.00	1.41
392	             Cube Cutter	1.11	6.04	10.28	1187	691	240	205	92	0.88	2.66
393	             Mantlepiece	1.10	4.39	5.74	1243	818	372	188	96	1.08	0.94
394	          Master Workman	1.10	5.41	6.01	1128	776	286	200	87	0.99	1.24
395	              Churchyard	1.09	5.35	11.35	1249	977	362	232	95	1.05	0.18
396	                Lutenist	1.08	4.97	4.69	1150	920	433	182	87	1.18	-0.79
397	        Nutrition Expert	1.08	5.18	10.04	1149	843	270	221	87	0.99	1.77
398	             Home Brewer	1.08	5.18	8.62	1203	963	391	220	91	1.17	0.14
399	         Clay Embankment	1.06	5.60	9.38	1304	851	403	226	97	1.07	-0.61
400	         Patch Caretaker	1.05	5.01	7.30	1208	877	310	210	89	0.96	0.53
401	                    Corf	1.05	5.68	8.61	1241	834	386	200	91	1.05	0.38
402	               Freemason	1.04	4.62	4.40	1168	715	333	168	85	1.00	0.48
403	            Small Trader	1.04	5.12	4.25	1191	731	334	182	87	0.98	-0.57
404	    Material Deliveryman	1.04	5.33	5.81	1153	772	265	209	84	0.90	1.37
405	               Pub Owner	1.02	5.39	7.60	1140	723	308	192	81	0.99	0.07
406	               Geologist	1.00	4.48	3.30	1198	955	500	161	84	1.12	-2.29
407	      Mushroom Collector	1.00	4.58	3.88	1159	860	423	176	81	1.12	-0.88
408	           Frame Builder	1.00	4.94	8.18	1170	951	362	217	82	1.01	-1.00
409	          Clearing Spade	1.00	5.06	8.88	1214	928	480	180	85	1.15	-2.56
410	            Civic Facade	1.00	5.41	7.96	1281	715	392	172	90	1.02	-0.02
411	           Hollow Warden	0.98	4.73	4.53	1183	1004	424	214	81	1.12	-1.49
412	     Renovation Preparer	0.98	5.29	6.16	1185	799	278	192	81	0.89	0.80
413	     Young Animal Market	0.98	5.87	11.31	1228	744	323	183	84	0.98	0.94
414	            Green Grocer	0.97	5.12	9.17	1158	916	320	242	79	0.99	0.41
415	              Forest Inn	0.96	4.13	4.89	1298	1022	465	223	87	1.01	-2.55
416	                 Soldier	0.95	5.37	13.42	1142	950	257	222	76	0.88	1.48
417	                 Gritter	0.94	5.62	9.20	1211	733	343	179	80	0.91	0.20
418	              Game Trade	0.94	5.71	12.77	1267	859	334	200	83	0.96	0.27
419	                Emissary	0.93	5.68	10.36	1150	786	206	209	75	0.81	3.85
420	            Storage Barn	0.93	6.07	11.30	1127	568	240	151	73	0.81	0.37
421	                   Groom	0.92	5.38	10.44	1166	806	294	180	75	0.92	-0.48
422	                  Salter	0.91	4.83	4.92	1113	792	285	172	71	0.89	-0.61
423	          Chief Forester	0.91	4.91	8.17	1136	908	354	181	72	0.94	-1.26
424	          Petrified Wood	0.91	5.66	9.94	1247	803	297	203	79	0.86	0.73
425	              Woolgrower	0.90	5.49	8.95	1195	903	315	187	75	0.86	-1.20
426	          Wood Harvester	0.89	5.46	6.29	1191	802	321	202	74	0.91	0.04
427	            Pellet Press	0.88	5.01	6.98	1286	808	375	185	79	0.93	-1.67
428	            Clay Deposit	0.88	5.05	7.66	1224	803	366	154	75	0.97	0.17
429	        Truffle Searcher	0.88	5.43	9.87	1170	875	307	187	72	0.91	0.17
430	            Wall Builder	0.88	5.52	4.48	1181	545	209	156	73	0.74	1.73
431	             Rolling Pin	0.87	5.51	6.80	1198	686	391	144	73	1.03	0.51
432	            Blade Shears	0.87	5.77	11.56	1285	851	342	198	78	0.96	1.02
433	              Field Clay	0.87	5.90	11.96	1259	695	227	184	77	0.81	3.86
434	        Wholesale Market	0.86	5.40	10.37	1324	750	211	198	80	0.72	4.52
435	            Cattle Buyer	0.85	5.70	10.78	1153	809	247	171	69	0.78	1.10
436	        Plant Fertilizer	0.85	5.87	12.50	1242	796	276	201	74	0.85	1.49
437	         Drinking Trough	0.83	5.53	9.81	1241	808	372	170	72	0.92	-2.58
438	  Craftsmanship Promoter	0.82	5.29	7.51	1188	927	315	193	68	0.85	-0.07
439	         Interim Storage	0.81	5.29	4.14	1259	713	340	155	71	0.84	-0.58
440	           Digging Spade	0.80	5.56	9.52	1278	819	361	167	72	0.86	-0.77
441	                  Angler	0.79	4.63	3.95	1135	813	354	151	63	0.89	-1.99
442	      Earthenware Potter	0.79	5.18	3.42	1161	697	292	157	64	0.82	-2.31
443	        Cattle Whisperer	0.79	5.68	4.82	1109	611	193	165	61	0.71	2.69
444	            Mineralogist	0.78	5.00	5.09	1202	860	328	172	66	0.81	-2.12
445	                   Brook	0.76	4.89	5.78	1226	900	411	168	65	0.94	-2.60
446	Corn Schnapps Distillery	0.75	5.23	8.61	1215	745	298	152	64	0.79	-0.34
447	             Stable Yard	0.75	5.75	12.94	1262	750	181	211	66	0.66	3.53
448	         Building Tycoon	0.73	4.92	4.78	1245	958	312	211	64	0.75	-1.30
449	         Lumber Virtuoso	0.71	5.14	5.34	1172	730	239	179	58	0.69	-1.15
450	              Transactor	0.71	5.96	13.49	1202	763	198	192	60	0.69	2.92
451	         Sheep Whisperer	0.70	5.70	4.04	1224	653	246	136	60	0.71	1.52
452	      Storehouse Steward	0.69	5.00	4.14	1141	690	297	141	55	0.77	-1.73
453	            Pure Breeder	0.69	5.69	8.59	1138	712	200	178	55	0.69	2.01
454	              Stablehand	0.68	5.58	9.14	1139	670	240	147	54	0.71	-0.22
455	            Stall Holder	0.68	5.64	10.39	1185	623	166	155	56	0.62	2.29
456	            Bean Counter	0.68	5.65	5.86	1156	571	188	127	55	0.62	1.04
457	                     Cob	0.68	5.76	7.98	1218	594	248	133	58	0.72	0.85
458	          Brotherly Love	0.68	5.83	9.37	1297	728	373	150	62	0.81	-2.19
459	       Joiner of the Sea	0.67	5.16	4.02	1165	668	263	155	55	0.71	-1.19
460	          Pasture Master	0.67	5.67	11.11	1086	694	167	182	51	0.63	1.09
461	                Outrider	0.67	5.80	6.80	1209	632	174	163	57	0.60	1.41
462	         Building Expert	0.66	5.04	4.00	1208	814	308	158	56	0.70	-2.31
463	                Sculptor	0.66	5.28	6.13	1176	791	287	143	54	0.72	-1.55
464	          Heart of Stone	0.65	5.03	6.91	1251	784	228	174	57	0.65	-0.65
465	         Sowing Director	0.65	5.79	10.61	1214	824	209	207	55	0.61	-0.57
466	       Cookery Outfitter	0.61	6.15	13.11	1151	601	120	151	49	0.50	4.80
467	               Trellises	0.59	5.72	9.36	1285	620	222	124	53	0.59	-0.19
468	       Pioneering Spirit	0.58	5.53	6.55	1253	543	305	104	51	0.69	-1.31
469	                Merchant	0.58	5.69	6.79	1156	671	206	150	47	0.55	-2.03
470	      Large-Scale Farmer	0.57	5.40	6.74	1174	690	200	143	47	0.55	-1.35
471	               Oven Site	0.57	5.67	10.35	1254	610	158	143	50	0.50	1.83
472	            Early Cattle	0.56	5.40	9.29	1253	578	259	121	49	0.65	-1.94
473	             Cattle Farm	0.55	5.81	9.49	1199	606	236	129	46	0.61	-0.94
474	              Mill Wheel	0.54	5.98	9.50	1260	612	216	148	48	0.55	-0.18
475	             Abort Oriel	0.51	4.88	3.69	1283	792	296	125	46	0.61	-3.01
476	               Pan Baker	0.51	5.68	8.41	1157	691	181	145	41	0.51	0.16
477	            Full Peasant	0.51	5.82	10.22	1096	630	154	140	39	0.50	1.16
478	       Riverine Shepherd	0.50	5.27	5.59	1170	812	232	157	41	0.58	-0.90
479	                  Basket	0.50	5.54	6.19	1235	505	241	98	43	0.57	-1.87
480	      Interior Decorator	0.50	5.94	5.62	1168	510	147	141	41	0.47	0.70
481	           Turnip Farmer	0.49	5.40	8.72	1217	729	167	149	42	0.47	0.09
482	             Wood Worker	0.48	5.46	7.70	1137	668	192	126	38	0.50	-1.81
483	           Wool Blankets	0.48	5.96	12.93	1274	520	150	138	43	0.49	2.50
484	               Stagehand	0.47	5.38	6.35	1224	789	196	159	40	0.52	-1.15
485	              Silokeeper	0.47	6.06	9.01	1153	513	144	131	38	0.47	1.69
486	         Ravenous Hunger	0.45	5.84	10.45	1347	617	221	140	42	0.52	-0.41
487	        Riparian Builder	0.44	5.34	6.30	1160	767	188	155	36	0.47	-1.46
488	     Reed Roof Renovator	0.42	6.13	9.45	1199	618	142	140	35	0.42	0.35
489	     Elephantgrass Plant	0.39	5.77	10.20	1240	483	157	116	34	0.40	-0.04
490	             Garden Claw	0.38	5.70	9.42	1276	693	186	144	34	0.45	-0.84
491	             Roughcaster	0.38	5.77	8.04	1163	475	125	116	31	0.36	-1.09
492	           Canal Boatman	0.36	5.42	8.01	1140	598	154	101	29	0.33	-2.38
493	          Dutch Windmill	0.35	5.90	11.55	1273	638	155	126	31	0.38	0.21
494	         Social Benefits	0.34	5.64	3.39	1270	464	138	100	30	0.36	-1.28
495	               Sculpture	0.34	5.95	12.02	1228	734	81	191	29	0.30	4.29
496	          Tree Inspector	0.33	5.47	3.73	1182	478	182	95	27	0.40	-4.73
497	              Claw Knife	0.33	5.62	9.37	1296	767	161	160	30	0.39	-0.18
498	          Dwelling Mound	0.31	5.37	2.25	1296	415	182	76	28	0.38	-2.20
499	        Forest Scientist	0.31	5.98	6.42	1151	520	137	111	25	0.37	-0.80
500	    Small Animal Breeder	0.27	5.90	2.31	1170	330	103	79	22	0.26	-1.29
501	      Cooperative Plower	0.26	5.51	6.44	1116	611	161	109	20	0.35	-3.00
502	                Minstrel	0.24	6.20	10.11	1114	496	99	121	19	0.27	-1.68
503	             Wealthy Man	0.23	5.76	6.25	1138	422	92	89	18	0.24	-0.97
504	               Loudmouth	0.21	6.02	6.20	1199	393	83	66	18	0.20	-0.96
505	         Facades Carving	0.20	5.99	12.42	1267	478	69	108	18	0.20	1.84
506	                Huntsman	0.17	6.09	11.42	1182	415	53	78	14	0.15	0.90
507	             Sugar Baker	0.11	6.29	10.38	1170	396	58	80	9	0.13	-2.09
508	            Growing Farm	0.10	6.07	7.34	1325	283	29	61	9	0.08	-3.28
509	               Paymaster	0.10	6.43	11.75	1186	298	24	52	8	0.08	1.78
510	            Sequestrator	0.10	6.45	10.91	1203	345	35	97	8	0.11	1.22
511	           Perennial Rye	0.08	6.21	9.66	1238	406	64	95	7	0.11	-5.26
512	                 Catcher	0.07	6.39	8.41	1217	270	32	43	6	0.07	-0.80
