Rank	               Card Name	 PWR	 ADP	APR	Deals	Drafted	Plays	WinHand	WinPlay	WtdPWR	Elo/Play
344	               Pitchfork	2.65	4.89	7.51	183	121	80	52	34	2.20	-0.03
345	          Fodder Planter	2.64	5.07	11.59	276	238	123	93	51	2.38	0.71
346	        Large Greenhouse	2.63	4.14	6.07	190	158	83	65	35	2.37	2.14
347	     Schnapps Distillery	2.61	4.71	11.55	224	179	82	74	41	2.07	1.79
348	       Resource Recycler	2.60	5.16	11.33	231	191	86	95	42	2.12	2.63
349	               Wood Pile	2.60	5.47	10.34	203	165	87	70	37	2.29	0.60
350	             Mantlepiece	2.59	4.68	5.64	204	140	73	70	37	2.02	1.59
351	                 Cowherd	2.59	5.17	10.61	221	186	82	84	40	2.00	0.23
352	                   Groom	2.59	5.50	10.44	193	143	75	61	35	2.18	2.02
353	               Mandoline	2.57	4.79	7.92	239	168	89	83	43	2.20	3.36
354	          Asparagus Gift	2.56	5.39	8.81	229	168	85	77	41	2.05	0.48
355	             Fish Farmer	2.55	4.47	2.31	151	111	59	49	27	2.25	4.05
356	         Patch Caregiver	2.55	5.06	9.11	196	158	88	69	35	2.32	0.55
357	    Material Deliveryman	2.54	5.53	5.33	208	155	54	89	37	1.82	7.05
358	         Patch Caretaker	2.53	4.79	7.90	192	149	59	75	34	1.83	2.26
359	          Soil Scientist	2.52	4.95	8.31	193	146	74	66	34	2.05	1.19
360	 Eternal Rye Cultivation	2.49	5.34	10.30	195	152	73	77	34	2.03	1.29
361	             Grain Sieve	2.48	5.05	8.43	219	166	86	73	38	2.11	0.53
362	      Mushroom Collector	2.46	5.43	3.73	145	101	44	48	25	1.77	2.49
363	         Oven Firing Boy	2.45	4.58	8.36	181	139	58	67	31	1.83	2.02
364	          Potato Planter	2.44	4.59	4.93	205	168	83	72	35	2.18	1.15
365	                 Furrows	2.42	5.66	10.53	201	140	83	61	34	2.18	0.80
366	             Tree Cutter	2.41	4.64	3.48	172	144	79	61	29	2.30	0.16
367	              Garden Hoe	2.41	5.80	8.88	184	118	60	63	31	1.84	1.31
368	           Milking Place	2.37	5.73	9.38	199	121	63	62	33	1.82	1.37
369	              Churchyard	2.36	5.58	11.28	218	172	69	84	36	1.80	1.22
370	             Stone Buyer	2.34	5.63	9.32	195	153	63	77	32	1.89	3.12
371	        Nutrition Expert	2.33	4.92	9.49	221	181	71	79	36	1.88	3.37
372	                Pigswill	2.33	5.38	9.16	190	130	68	55	31	1.83	0.20
373	          Potters Market	2.32	5.17	8.96	209	162	78	66	34	1.89	-0.74
374	               Geologist	2.28	5.23	3.61	163	103	54	46	26	1.78	0.04
375	          Stone Clearing	2.28	5.62	10.59	219	169	73	86	35	1.87	0.57
376	             Pig Breeder	2.27	5.76	11.62	233	194	71	89	37	1.81	3.69
377	           Frame Builder	2.26	5.14	8.40	177	142	57	74	28	1.85	2.70
378	                Emissary	2.25	5.59	11.09	197	140	47	73	31	1.62	6.92
379	           Dwelling Plan	2.23	4.83	11.15	205	185	89	74	32	2.19	0.63
380	               Freemason	2.22	4.86	4.47	187	113	53	58	29	1.70	4.08
381	             Ale-Benches	2.22	4.96	9.76	187	133	59	61	29	1.83	3.70
382	            Case Builder	2.22	5.55	11.28	187	153	67	74	29	2.00	3.40
383	         Clay Embankment	2.22	5.65	9.37	238	171	81	88	37	1.81	0.39
384	      Fisherman's Friend	2.20	4.99	4.95	182	149	59	68	28	1.76	1.29
385	            Sheep Keeper	2.19	4.88	12.47	222	203	68	95	34	1.71	1.12
386	     Renovation Preparer	2.19	5.24	6.34	215	152	61	66	33	1.59	2.04
387	             Cube Cutter	2.19	6.13	11.07	215	156	54	76	33	1.56	3.52
388	          Clearing Spade	2.18	5.36	8.96	216	163	77	66	33	1.83	0.70
389	                 Knapper	2.18	5.51	7.28	223	160	75	65	34	1.73	-0.46
390	              Millwright	2.14	5.60	9.77	180	147	65	60	27	1.99	1.41
391	            Brick Hammer	2.12	5.44	4.99	195	137	82	58	29	2.05	-0.95
392	            Small Trader	2.12	5.47	4.28	189	112	53	60	28	1.61	1.04
393	                 Soldier	2.12	5.50	13.49	182	157	47	74	27	1.62	5.17
394	            Wall Builder	2.11	5.35	4.08	196	91	48	45	29	1.55	3.93
395	                Lutenist	2.10	5.52	5.05	170	120	57	55	25	1.77	1.75
396	                  Salter	2.07	5.17	5.12	200	128	52	61	29	1.56	3.11
397	            Market Stall	2.06	5.86	10.55	180	115	60	49	26	1.87	2.59
398	           Hollow Warden	2.03	5.08	4.53	190	159	66	71	27	1.81	0.36
399	           Cattle Feeder	2.02	5.31	9.02	170	124	60	54	24	1.79	-0.06
400	            Stall Holder	2.01	5.61	9.74	234	155	61	76	33	1.54	3.37
401	              Beer Stein	1.99	5.48	8.89	223	158	61	75	31	1.58	2.42
402	        Wholesale Market	1.98	5.39	10.33	231	128	42	74	32	1.32	6.48
403	          Wood Harvester	1.98	5.65	6.27	209	161	64	77	29	1.54	-0.50
404	              Forest Inn	1.97	4.62	4.92	189	143	63	60	26	1.63	-2.57
405	            Cattle Buyer	1.97	6.10	10.72	181	118	43	57	25	1.45	4.10
406	      Earthenware Potter	1.93	5.17	3.31	207	141	64	60	28	1.62	-0.38
407	              Game Trade	1.92	5.69	12.84	260	184	74	85	35	1.58	1.19
408	              Woolgrower	1.89	5.59	9.45	212	153	60	67	28	1.48	0.40
409	              Field Clay	1.89	6.04	11.91	234	149	57	71	31	1.53	4.29
410	           Potato Ridger	1.87	5.17	9.13	206	137	61	58	27	1.60	1.47
411	               Pub Owner	1.86	5.44	8.08	215	148	59	69	28	1.55	2.60
412	         Drinking Trough	1.85	5.70	10.08	209	131	66	57	27	1.57	-0.33
413	          Chief Forester	1.83	5.21	8.00	156	107	44	47	20	1.45	-0.56
414	             Stable Yard	1.83	5.80	13.27	234	157	52	80	30	1.40	4.64
415	     Young Animal Market	1.83	5.81	11.47	219	132	58	66	28	1.53	2.84
416	               Muck Rake	1.80	4.95	11.09	222	155	78	62	28	1.76	1.19
417	            Pure Breeder	1.79	5.79	8.32	192	138	44	70	24	1.34	2.94
418	        Cattle Whisperer	1.78	5.77	4.79	193	104	38	57	24	1.30	5.34
419	            Pellet Press	1.77	5.35	6.00	218	131	63	59	27	1.48	-0.83
420	             Herring Pot	1.75	5.11	5.95	171	108	60	37	21	1.72	0.55
421	             Stone Tongs	1.74	5.61	8.17	213	140	69	63	26	1.54	-1.86
422	            Green Grocer	1.71	5.24	9.25	201	161	60	78	24	1.57	0.78
423	            Storage Barn	1.68	6.18	11.50	195	106	48	47	23	1.33	0.15
424	        Truffle Searcher	1.67	5.63	10.19	188	128	48	56	22	1.33	-0.12
425	            Blade Shears	1.67	5.91	11.85	205	144	55	63	24	1.51	2.77
426	          Master Workman	1.65	5.50	5.35	199	137	49	62	23	1.36	0.97
427	                 Gritter	1.65	5.92	8.90	182	104	39	59	21	1.30	4.62
428	         Interim Storage	1.59	5.64	5.08	189	86	40	40	21	1.28	4.13
429	            Mineralogist	1.57	5.63	5.58	164	97	38	42	18	1.32	2.62
430	            Civic Facade	1.56	6.00	7.67	210	109	51	49	23	1.33	1.00
431	         Sheep Whisperer	1.56	6.03	4.30	201	106	40	56	22	1.26	5.41
432	              Transactor	1.53	6.01	13.27	215	156	44	73	23	1.25	3.61
433	                  Angler	1.52	5.05	3.58	169	108	40	43	18	1.30	1.78
434	                Merchant	1.51	5.94	7.08	180	104	36	46	19	1.10	1.39
435	        Plant Fertilizer	1.51	6.04	12.71	208	137	55	60	22	1.30	-0.74
436	                     Cob	1.49	5.73	8.18	202	107	50	49	21	1.18	-2.32
437	          Petrified Wood	1.46	5.88	9.98	235	140	50	74	24	1.15	1.38
438	               Oven Site	1.46	5.94	10.90	196	97	31	50	20	1.02	5.21
439	         Sowing Director	1.46	6.01	11.16	196	144	37	68	20	1.09	0.70
440	       Cookery Outfitter	1.46	6.27	13.31	196	117	29	54	20	1.04	9.84
441	            Clay Deposit	1.44	5.32	8.18	198	120	49	50	20	1.28	-0.75
442	                Outrider	1.40	5.80	6.49	204	119	39	57	20	1.04	-0.36
443	      Interior Decorator	1.39	5.98	5.91	216	114	35	63	21	0.96	2.15
444	       Joiner of the Sea	1.33	5.34	3.20	194	101	41	46	18	1.06	-0.95
445	            Bean Counter	1.31	5.92	5.18	185	95	40	42	17	1.06	-0.54
446	                    Corf	1.29	5.97	8.51	210	123	47	57	19	1.08	-1.39
447	             Rolling Pin	1.26	6.10	6.48	193	90	44	42	17	1.13	0.85
448	      Large-Scale Farmer	1.24	5.60	6.72	208	109	36	45	18	0.98	2.14
449	            Early Cattle	1.24	5.68	9.67	219	107	52	40	19	1.10	-3.11
450	                Sculptor	1.24	5.77	6.54	161	93	35	39	14	1.07	1.33
451	          Heart of Stone	1.22	5.11	6.68	211	121	44	47	18	1.15	1.75
452	                   Brook	1.22	5.77	5.80	187	112	54	46	16	1.22	-4.10
453	          Pasture Master	1.20	5.57	11.32	214	161	41	74	18	1.04	1.44
454	         Lumber Virtuoso	1.17	5.90	6.06	219	147	52	65	18	1.11	-2.24
455	         Ravenous Hunger	1.14	6.34	10.26	250	113	35	60	20	0.87	4.17
456	               Pan Baker	1.12	6.01	8.88	191	95	24	46	15	0.74	1.38
457	  Craftsmanship Promoter	1.09	5.50	7.56	170	122	34	49	13	1.04	1.71
458	      Storehouse Steward	1.08	5.47	5.08	159	70	24	27	12	0.86	0.21
459	              Stablehand	1.06	5.72	9.05	188	106	39	43	14	1.06	1.00
460	              Mill Wheel	1.04	6.25	9.52	219	97	33	47	16	0.82	1.16
461	             Cattle Farm	1.03	5.98	10.00	194	89	28	49	14	0.82	3.45
462	           Digging Spade	1.02	5.93	9.46	182	99	35	41	13	0.96	-0.20
463	                  Basket	1.00	5.71	6.62	200	63	29	32	14	0.76	-0.38
464	           Wool Blankets	0.98	6.01	12.86	233	110	35	48	16	0.83	2.30
465	            Full Peasant	0.98	6.09	10.90	161	69	20	28	11	0.74	2.88
466	Corn Schnapps Distillery	0.97	5.44	8.60	177	94	30	35	12	0.87	0.08
467	         Building Expert	0.95	5.69	3.82	165	95	28	41	11	0.81	-1.68
468	       Pioneering Spirit	0.95	6.07	6.19	210	60	32	32	14	0.82	0.01
469	         Building Tycoon	0.93	5.50	4.37	199	145	38	59	13	0.88	-1.56
470	               Trellises	0.91	5.81	9.34	204	84	35	35	13	0.78	-2.58
471	               Stagehand	0.91	5.96	8.39	173	102	28	36	11	0.82	-0.12
472	              Silokeeper	0.91	6.19	8.39	188	72	23	36	12	0.70	1.67
473	       Riverine Shepherd	0.89	5.91	7.32	176	99	22	44	11	0.71	2.02
474	              Claw Knife	0.88	5.97	9.94	178	88	17	50	11	0.58	5.46
475	           Turnip Farmer	0.86	5.71	8.17	183	95	23	39	11	0.68	1.42
476	          Brotherly Love	0.82	6.12	9.30	210	108	44	44	12	0.88	-3.27
477	        Riparian Builder	0.79	5.69	6.87	162	89	23	37	9	0.71	1.62
478	             Garden Claw	0.76	5.81	9.47	206	108	34	45	11	0.74	-2.38
479	             Roughcaster	0.73	6.15	8.45	196	73	20	42	10	0.58	0.04
480	          Dutch Windmill	0.72	6.30	12.41	198	98	22	41	10	0.58	-0.22
481	               Sculpture	0.71	5.91	12.38	202	113	16	54	10	0.45	0.71
482	             Wood Worker	0.69	6.28	7.43	185	76	21	35	9	0.61	0.32
483	     Elephantgrass Plant	0.68	6.04	10.41	190	72	17	39	9	0.53	2.25
484	     Reed Roof Renovator	0.64	6.35	8.88	200	105	24	42	9	0.63	1.66
485	          Tree Inspector	0.54	5.62	4.25	236	90	36	40	9	0.61	-4.69
486	           Canal Boatman	0.54	5.86	10.75	160	58	8	25	6	0.37	9.53
487	                Minstrel	0.50	6.43	11.00	199	98	20	44	7	0.52	0.80
488	          Dwelling Mound	0.39	5.26	2.10	222	57	20	24	6	0.39	-2.72
489	             Abort Oriel	0.39	5.57	4.00	184	77	25	25	5	0.50	-6.73
490	               Paymaster	0.30	6.80	13.60	188	44	5	18	4	0.21	11.41
491	            Growing Farm	0.26	6.13	8.00	220	31	5	16	4	0.16	2.12
492	         Facades Carving	0.26	6.17	13.00	220	88	10	41	4	0.24	-0.09
493	         Social Benefits	0.24	5.89	3.23	182	64	22	19	3	0.41	-7.56
494	                Huntsman	0.24	6.63	10.57	179	43	7	16	3	0.17	-3.02
495	             Wealthy Man	0.23	6.27	8.71	186	51	7	26	3	0.18	0.47
496	               Loudmouth	0.23	6.69	6.00	186	29	4	14	3	0.16	7.89
497	    Small Animal Breeder	0.21	6.17	2.83	204	53	12	22	3	0.21	-8.37
498	      Cooperative Plower	0.17	6.01	4.38	173	69	8	31	2	0.25	5.28
499	        Forest Scientist	0.15	6.49	6.45	189	68	11	27	2	0.20	-7.29
500	           Perennial Rye	0.14	6.35	7.80	205	54	5	29	2	0.10	-5.25
501	            Sequestrator	0.14	6.42	10.43	209	71	7	40	2	0.18	1.92
502	             Sugar Baker	0.07	6.78	11.50	199	51	6	19	1	0.12	-0.72
503	                 Catcher	0.06	6.79	7.33	226	24	3	9	1	0.05	-3.39
